"","oppteam","season","team","score","fgm","fga","fgm3","fga3","ftm","fta","or","dr","ast","to","stl","blk","pf","scorediff","lose","X","daynum","numot","wloc","team.survscores","opp.survscores","win","powscore1","powscore2","opp.powscore1","opp.powscore2","sos.x","rpi.x","rank.x","sos.y","rpi.y","rank.y","winperlastq.x","winperlastq.y","orank.x","orank.y"
"190",1242,2013,1314,58,22,73,6,21,8,10,16,20,10,11,15,1,20,-12,1,695,139,0,"N",0.472714676262789,0.370922286316713,"lose",1.80003279364477,1.56769349552899,1.86355184679063,0.555659386783355,0.5907,0.6185,8,0.5782,0.6477,19,0.8,0.9,36,6
"191",1242,2013,1443,57,21,66,3,20,12,18,18,23,8,10,9,0,24,-7,1,674,137,0,"N",0.501421799138008,0.370922286316713,"lose",0.22587676012061,-0.116306962950043,1.86355184679063,0.555659386783355,0.4946,0.5112,162,0.5782,0.6477,19,0.7,0.9,170,6
"192",1242,2013,1276,87,35,71,8,23,9,17,14,24,18,10,7,1,12,2,0,706,144,1,"N",0.407445677179044,0.370922286316713,"win",0.384049715390254,2.2840942424552,1.86355184679063,0.555659386783355,0.5594,0.6176,47,0.5782,0.6477,19,0.625,0.9,5,6
"193",1242,2014,1184,69,22,57,12,31,13,16,8,11,14,7,8,1,21,-11,1,739,137,0,"N",0.47589714974023,0.461772432052757,"lose",0.367029081886825,-1.85324525519551,1.52840225215427,0.961564764642113,0.472,0.5393,229,0.6344,0.661,1,0.875,0.666666666666667,140,7
"194",1242,2014,1390,60,21,47,0,9,18,26,8,29,6,16,10,4,15,3,0,762,139,0,"N",0.491908292271808,0.461772432052757,"win",0.677783498613137,0.266583062982253,1.52840225215427,0.961564764642113,0.5771,0.5868,17,0.6344,0.661,1,0.6,0.666666666666667,44,7
"195",1243,2011,1458,70,21,50,9,20,19,23,10,20,12,5,4,2,18,5,0,556,138,0,"N",0.461122323138088,0.473794670199315,"win",0.390900467497579,-2.82295532326803,1.20092292691228,0.890160425614744,0.5707,0.614,28,0.6085,0.6447,2,0.625,0.75,16,31
"196",1243,2011,1429,68,23,50,6,18,16,21,8,21,10,12,2,2,25,-5,1,523,136,0,"N",0.367992550532436,0.473794670199315,"lose",1.01283218308079,0.025410093864404,1.20092292691228,0.890160425614744,0.5334,0.6022,100,0.6085,0.6447,2,1,0.75,30,31
"197",1243,2012,1393,75,23,45,6,9,23,29,9,23,13,14,6,8,18,16,0,622,138,0,"N",0.314384614298837,0.474984137083513,"win",1.5692318931849,1.11659133874042,1.52831623026006,-0.80455301366036,0.5728,0.6201,29,0.5935,0.6098,11,0.875,0.5,2,25
"198",1243,2012,1379,64,22,60,8,23,12,17,13,21,8,10,8,0,25,-6,1,589,136,0,"N",0.443090243134378,0.474984137083513,"lose",0.957652422265078,-0.343292297426572,1.52831623026006,-0.80455301366036,0.5371,0.5688,88,0.5935,0.6098,11,0.555555555555556,0.5,38,25
"199",1243,2013,1247,63,21,49,7,18,14,16,8,22,12,8,4,5,13,2,0,675,137,0,"N",0.478510424079006,0.440540550634621,"win",0.424491914379171,1.5798109317555,0.478611105558492,0.879034478106589,0.5468,0.59,77,0.5626,0.6177,40,0.571428571428571,0.8,54,26
"200",1243,2014,1246,56,19,50,4,15,14,21,13,27,8,15,4,7,11,7,0,740,137,0,"N",0.477246973258984,0.466364816860953,"win",1.66594012498358,1.94128486057351,0.467206669502404,0.181498148009577,0.5966,0.62,3,0.5706,0.5772,28,0.5,0.375,18,44
"201",1246,2011,1314,69,27,62,3,16,12,15,11,25,13,13,9,5,17,-7,1,575,146,0,"N",0.438211881403026,0.46315533935821,"lose",2.40928455625233,1.13614106151199,1.91140478188582,-0.595221929707753,0.5789,0.544,17,0.5682,0.6658,31,0.9,0.8,21,12
"202",1246,2011,1163,56,23,49,1,12,9,11,6,32,16,15,5,3,13,1,0,578,152,0,"N",0.444870817054448,0.46315533935821,"win",1.40573194899192,0.203654792308547,1.91140478188582,-0.595221929707753,0.5987,0.57,4,0.5682,0.6658,31,0.615384615384615,0.8,13,12
"203",1246,2011,1343,57,24,52,3,14,6,7,8,20,8,6,8,2,11,-2,1,524,136,0,"N",0.429789970498066,0.46315533935821,"lose",0.201912897673159,-0.510214816017475,1.91140478188582,-0.595221929707753,0.4491,0.5191,290,0.5682,0.6658,31,0.8,0.8,79,12
"204",1246,2011,1326,60,19,58,6,16,16,22,16,20,7,7,6,1,14,-2,1,570,144,0,"N",0.31815406478529,0.46315533935821,"lose",1.96225156327162,-0.954381197418833,1.91140478188582,-0.595221929707753,0.548,0.6128,63,0.5682,0.6658,31,0.8,0.8,2,12
"205",1246,2011,1452,63,22,53,7,19,12,16,9,21,9,11,5,2,23,-8,1,553,138,0,"N",0.492539066553525,0.46315533935821,"lose",0.677367572303942,0.20544684984261,1.91140478188582,-0.595221929707753,0.605,0.6607,3,0.5682,0.6658,31,0.625,0.8,20,12
"206",1246,2012,1242,59,22,62,5,11,10,15,11,24,9,9,6,5,16,-8,1,646,154,0,"N",0.414521897027061,0.304847637140782,"lose",1.68116587149796,0.104704104599487,2.26973260857149,0.0979373575901367,0.594,0.6793,9,0.5953,0.6461,8,0.888888888888889,0.888888888888889,6,2
"207",1246,2012,1235,71,25,61,3,22,18,25,12,19,7,7,6,2,18,-16,1,618,138,0,"N",0.472693335963417,0.304847637140782,"lose",0.760794972578426,1.70509945878706,2.26973260857149,0.0979373575901367,0.5383,0.5136,86,0.5953,0.6461,8,0.625,0.888888888888889,42,2
"208",1246,2012,1443,66,25,63,6,15,10,16,10,20,10,10,6,2,19,-15,1,590,136,0,"N",0.519051464343472,0.304847637140782,"lose",0.225714483775217,-0.93401930296367,2.26973260857149,0.0979373575901367,0.4779,0.4834,211,0.5953,0.6461,8,0.7,0.888888888888889,236,2
"209",1246,2012,1257,61,24,69,4,11,9,13,19,21,7,12,5,4,16,-8,1,645,152,0,"N",0.435604313488684,0.304847637140782,"lose",1.1094401265631,-0.268456219839222,2.26973260857149,0.0979373575901367,0.5897,0.6222,13,0.5953,0.6461,8,0.636363636363636,0.888888888888889,19,2
"210",1246,2012,1124,70,25,64,4,14,16,19,16,18,15,14,5,5,32,-12,1,643,146,0,"N",0.400051878238426,0.304847637140782,"lose",1.14511826753246,0.343897732111398,2.26973260857149,0.0979373575901367,0.5538,0.5424,48,0.5953,0.6461,8,0.6,0.888888888888889,9,2
"211",1246,2012,1231,90,36,69,5,18,13,17,12,19,16,8,3,2,27,-12,1,638,144,0,"N",0.429073872516232,0.304847637140782,"lose",1.61536328127169,-0.306764908757836,2.26973260857149,0.0979373575901367,0.5523,0.4856,52,0.5953,0.6461,8,0.777777777777778,0.888888888888889,13,2
"212",1246,2014,1458,73,23,50,8,20,19,20,6,21,11,8,4,3,18,-1,1,779,152,0,"N",0.382148983992217,0.477246973258984,"lose",0.607947400723369,-1.29430342399456,1.66594012498358,1.94128486057351,0.5986,0.6418,2,0.5966,0.62,3,0.777777777777778,0.5,9,18
"213",1246,2014,1243,49,19,53,5,21,6,12,9,19,8,10,7,3,20,-7,1,740,137,0,"N",0.466364816860953,0.477246973258984,"lose",0.467206669502404,0.181498148009577,1.66594012498358,1.94128486057351,0.5706,0.5772,28,0.5966,0.62,3,0.375,0.5,44,18
"214",1246,2014,1455,76,27,49,10,21,12,18,4,19,14,9,6,3,21,-2,1,761,139,0,"N",0.233020353876492,0.477246973258984,"lose",1.42857299578797,-0.091915236490714,1.66594012498358,1.94128486057351,0.5363,0.6522,98,0.5966,0.62,3,1,0.5,9,18
"215",1246,2014,1163,60,22,53,6,19,10,10,8,26,8,10,9,4,17,6,0,780,154,0,"N",0.449985158410025,0.477246973258984,"win",0.585308124289889,-0.579344847139458,1.66594012498358,1.94128486057351,0.5693,0.6145,30,0.5966,0.62,3,0.7,0.5,26,18
"216",1246,2014,1257,69,26,53,4,15,13,23,11,18,11,10,6,3,24,-5,1,771,144,0,"N",0.435891894153569,0.477246973258984,"lose",3.0719848900419,-1.02005992922737,1.66594012498358,1.94128486057351,0.5455,0.6191,80,0.5966,0.62,3,0.909090909090909,0.5,10,18
"217",1246,2014,1276,72,27,57,7,18,11,14,14,10,11,7,4,1,14,-3,1,777,146,0,"N",0.437428281747268,0.477246973258984,"lose",0.618294617102279,-2.22300990094821,1.66594012498358,1.94128486057351,0.5911,0.6329,5,0.5966,0.62,3,0.777777777777778,0.5,15,18
"218",1247,2013,1243,61,24,57,4,13,9,17,15,21,12,9,6,7,14,-2,1,675,137,0,"N",0.440540550634621,0.478510424079006,"lose",0.478611105558492,0.879034478106589,0.424491914379171,1.5798109317555,0.5626,0.6177,40,0.5468,0.59,77,0.8,0.571428571428571,26,54
"219",1247,2013,1129,71,26,53,7,18,12,18,11,18,14,10,3,1,13,-9,1,650,135,0,"N",0.483889954613204,0.478510424079006,"lose",0.012465021105153,1.06395302574102,0.424491914379171,1.5798109317555,0.5563,0.5903,53,0.5468,0.59,77,0.625,0.571428571428571,53,54
"220",1247,2013,1455,72,30,67,5,12,7,9,17,30,12,8,4,8,13,14,0,702,143,0,"N",0.434506131514901,0.478510424079006,"win",0.688923005005853,0.601111794014078,0.424491914379171,1.5798109317555,0.5379,0.596,91,0.5468,0.59,77,0.625,0.571428571428571,26,54
"221",1247,2013,1279,74,30,63,4,19,10,21,18,22,14,13,5,4,18,-2,1,696,139,0,"N",0.446846113814912,0.478510424079006,"lose",2.47538748245799,0.870467145883247,0.424491914379171,1.5798109317555,0.5235,0.5891,120,0.5468,0.59,77,0.8,0.571428571428571,36,54
"222",1249,2012,1436,71,25,50,4,11,17,24,9,25,16,5,3,3,19,12,0,583,135,0,"N",0.462672040399603,0.488959615031494,"win",0.269595353127284,-0.2748796270472,1.74814082777624,-1.50173554120317,0.4706,0.5417,230,0.438,0.4239,318,0.875,0.7,171,116
"223",1250,2012,1181,70,24,58,6,26,16,23,13,29,12,13,4,3,26,-5,1,606,137,0,"N",0.434422004716733,0.452993503390194,"lose",1.64680958573067,0.817837448074172,1.3463678565777,1.07840089111908,0.5768,0.6611,24,0.4547,0.4758,273,0.777777777777778,0.888888888888889,7,105
"224",1250,2012,1462,70,24,54,7,15,15,21,12,31,8,14,2,6,15,12,0,631,139,0,"N",0.475253693028033,0.452993503390194,"win",0.877497813592596,-0.845317159166502,1.3463678565777,1.07840089111908,0.5504,0.6099,56,0.4547,0.4758,273,0.555555555555556,0.888888888888889,56,105
"225",1251,2013,1299,73,27,52,8,18,11,19,6,27,10,8,6,4,19,1,0,647,134,0,"N",0.516151346387298,0.530903551145389,"win",0.13601201064148,-0.863028083567355,-0.253897543061066,-0.0668485149414518,0.4338,0.4692,323,0.4438,0.4295,308,0.6,0.666666666666667,243,314
"226",1253,2012,1307,75,25,50,7,21,18,24,7,24,19,14,6,7,16,7,0,594,136,0,"N",0.405296209143675,0.440032031827246,"win",1.17104909621189,0.938528733551186,1.40999302344509,0.291585256021068,0.5412,0.5631,80,0.5049,0.5465,146,0.8,0.8,28,50
"227",1254,2011,1314,102,34,67,3,17,31,42,12,42,21,18,3,10,19,15,0,541,137,0,"N",0.438211881403026,0.403707544986319,"win",2.40928455625233,1.13614106151199,2.61889472851293,1.82729995363979,0.5789,0.544,17,0.447,0.4531,294,0.9,1,21,115
"228",1254,2012,1277,89,40,68,3,9,6,9,15,28,21,12,6,0,17,22,0,607,137,0,"N",0.400700535945232,0.438073321721129,"win",1.29665622305181,-0.182260016538355,2.53892856805805,-0.647739657999884,0.5908,0.5795,12,0.4594,0.5577,257,0.8,0.875,7,150
"229",1254,2013,1241,68,26,56,8,23,8,12,14,25,17,11,3,10,16,13,0,649,135,0,"N",0.499988506271954,0.477229449958776,"win",-0.297338516632318,-0.0876519723264683,1.69631677159456,0.37863328784398,0.4591,0.493,269,0.4545,0.4947,286,0.714285714285714,0.777777777777778,198,206
"230",1257,2011,1287,62,21,57,9,19,11,18,17,24,11,18,12,1,13,1,0,525,136,0,"N",0.450912652711606,0.464005478537602,"win",0.200863438962858,0.511532263903432,1.83955099839642,-1.48117160882918,0.5006,0.5488,160,0.5962,0.5949,7,0.875,0.7,117,17
"231",1257,2012,1307,56,23,58,5,23,5,8,17,19,13,13,5,2,12,-3,1,619,138,0,"N",0.405296209143675,0.435604313488684,"lose",1.17104909621189,0.938528733551186,1.1094401265631,-0.268456219839222,0.5412,0.5631,80,0.5897,0.6222,13,0.8,0.636363636363636,28,19
"232",1257,2012,1246,69,28,49,2,7,11,20,6,27,9,14,7,7,14,8,0,645,152,0,"N",0.304847637140782,0.435604313488684,"win",2.26973260857149,0.0979373575901367,1.1094401265631,-0.268456219839222,0.5953,0.6461,8,0.5897,0.6222,13,0.888888888888889,0.636363636363636,2,19
"233",1257,2012,1172,62,21,60,4,19,16,23,13,23,12,10,4,6,23,-7,1,591,136,0,"N",0.454255947490505,0.435604313488684,"lose",1.53091835289197,1.28064514626811,1.1094401265631,-0.268456219839222,0.4661,0.4897,236,0.5897,0.6222,13,0.777777777777778,0.636363636363636,67,19
"234",1257,2012,1196,68,24,48,8,20,12,18,6,26,17,14,4,3,15,-4,1,640,145,0,"N",0.465286231270942,0.435604313488684,"lose",0.864202664479403,2.87712414535246,1.1094401265631,-0.268456219839222,0.6014,0.6414,4,0.5897,0.6222,13,0.444444444444444,0.636363636363636,17.5,19
"235",1257,2012,1277,44,14,49,5,21,11,12,8,28,12,15,8,7,15,-13,1,633,143,0,"N",0.400700535945232,0.435604313488684,"lose",1.29665622305181,-0.182260016538355,1.1094401265631,-0.268456219839222,0.5908,0.5795,12,0.5897,0.6222,13,0.8,0.636363636363636,7,19
"236",1257,2013,1161,56,19,40,5,12,13,21,7,17,4,20,0,4,19,-26,1,684,138,0,"N",0.45357341376633,0.401379312248549,"lose",1.61096810701347,-0.41084177603209,2.07632388917808,0.314632046598255,0.5644,0.6182,35,0.5941,0.661,6,0.555555555555556,1,28,5
"237",1257,2013,1332,69,27,61,5,14,10,17,12,23,12,12,7,3,22,-8,1,705,144,0,"N",0.44821178919741,0.401379312248549,"lose",1.75222535968296,-0.484309449558635,2.07632388917808,0.314632046598255,0.5329,0.5898,101,0.5941,0.661,6,0.666666666666667,1,31,5
"238",1257,2013,1181,63,19,52,4,16,21,28,11,20,11,12,4,2,23,-22,1,709,146,0,"N",0.390146478484371,0.401379312248549,"lose",1.47261680792193,1.71450007668886,2.07632388917808,0.314632046598255,0.6068,0.6724,1,0.5941,0.661,6,0.625,1,2,5
"239",1257,2013,1299,48,17,41,6,16,8,10,5,15,7,27,8,0,18,-31,1,657,136,0,"N",0.516151346387298,0.401379312248549,"lose",0.13601201064148,-0.863028083567355,2.07632388917808,0.314632046598255,0.4338,0.4692,323,0.5941,0.661,6,0.6,1,243,5
"240",1257,2013,1276,76,25,48,8,18,18,25,8,19,12,12,3,2,15,-6,1,713,154,0,"N",0.407445677179044,0.401379312248549,"lose",0.384049715390254,2.2840942424552,2.07632388917808,0.314632046598255,0.5594,0.6176,47,0.5941,0.661,6,0.625,1,5,5
"241",1257,2013,1455,68,22,54,6,20,18,24,14,22,13,11,5,1,20,-4,1,711,152,0,"N",0.434506131514901,0.401379312248549,"lose",0.688923005005853,0.601111794014078,2.07632388917808,0.314632046598255,0.5379,0.596,91,0.5941,0.661,6,0.625,1,26,5
"242",1257,2014,1387,51,21,53,0,15,9,16,9,21,10,18,9,0,19,-15,1,753,138,0,"N",0.372905682787126,0.435891894153569,"lose",0.782986241885201,0.0332552753228931,3.0719848900419,-1.02005992922737,0.549,0.6069,73,0.5455,0.6191,80,0.5,0.909090909090909,26,10
"243",1257,2014,1264,64,23,51,3,5,15,21,7,24,11,15,8,5,27,-7,1,722,136,0,"N",0.449112051177728,0.435891894153569,"lose",1.57747237546856,1.72415241943076,3.0719848900419,-1.02005992922737,0.492,0.5687,171,0.5455,0.6191,80,0.888888888888889,0.909090909090909,84,10
"244",1257,2014,1246,74,24,55,4,14,22,27,15,22,8,12,5,2,19,5,0,771,144,0,"N",0.477246973258984,0.435891894153569,"win",1.66594012498358,1.94128486057351,3.0719848900419,-1.02005992922737,0.5966,0.62,3,0.5455,0.6191,80,0.5,0.909090909090909,18,10
"245",1259,2012,1326,78,26,58,5,14,21,26,16,33,11,18,6,8,19,19,0,595,136,0,"N",0.440137454608466,0.449070048256094,"win",1.90246023543997,0.0659028842741784,0.547414665578923,-1.35415579216622,0.577,0.6723,23,0.4873,0.4922,184,0.6,0.666666666666667,4,119
"246",1264,2014,1257,71,20,55,4,13,27,35,16,26,10,12,11,8,18,7,0,722,136,0,"N",0.435891894153569,0.449112051177728,"win",3.0719848900419,-1.02005992922737,1.57747237546856,1.72415241943076,0.5455,0.6191,80,0.492,0.5687,171,0.909090909090909,0.888888888888889,10,84
"247",1266,2011,1462,55,21,51,2,13,11,15,11,19,11,15,3,2,19,-11,1,539,137,0,"N",0.433384128002912,0.501380444928126,"lose",0.746778808028448,0.409233680176104,1.3638063228586,1.03865396162586,0.5611,0.6149,42,0.5618,0.5825,40,0.875,0.5,41,38
"248",1266,2011,1393,62,26,47,5,15,5,7,4,20,11,18,7,2,21,-4,1,561,139,0,"N",0.375946680145149,0.501380444928126,"lose",1.49603517163412,-0.430948243293195,1.3638063228586,1.03865396162586,0.586,0.6513,11,0.5618,0.5825,40,0.75,0.5,10,38
"249",1266,2011,1314,81,31,74,5,16,14,21,22,26,15,7,11,8,16,18,0,571,144,0,"N",0.438211881403026,0.501380444928126,"win",2.40928455625233,1.13614106151199,1.3638063228586,1.03865396162586,0.5789,0.544,17,0.5618,0.5825,40,0.9,0.5,21,38
"250",1266,2012,1293,53,20,64,4,21,9,10,13,30,7,16,6,4,18,-9,1,620,138,0,"N",0.323625775280501,0.425248055288652,"lose",1.18774668070787,0.17074889835647,1.92541325222137,-0.216199743768557,0.464,0.5297,243,0.5726,0.5684,30,0.875,0.714285714285714,23,14
"251",1266,2012,1140,68,23,61,7,19,15,22,9,25,16,17,8,6,22,-20,1,592,136,0,"N",0.467708999709625,0.425248055288652,"lose",2.06993182816349,0.879493675969687,1.92541325222137,-0.216199743768557,0.5782,0.6526,21,0.5726,0.5684,30,0.714285714285714,0.714285714285714,40,14
"252",1266,2012,1196,68,24,59,7,27,13,15,10,32,15,11,5,9,15,10,0,632,143,0,"N",0.465286231270942,0.425248055288652,"win",0.864202664479403,2.87712414535246,1.92541325222137,-0.216199743768557,0.6014,0.6414,4,0.5726,0.5684,30,0.444444444444444,0.714285714285714,17.5,14
"253",1266,2013,1139,72,24,56,11,24,13,19,12,21,13,15,7,8,20,-2,1,685,138,0,"N",0.433393382990676,0.470593620365763,"lose",0.252705014482596,0.325358938735484,0.859925032293534,-0.739705790322169,0.5658,0.614,32,0.5815,0.6282,14,0.666666666666667,0.75,31,26
"254",1266,2013,1172,58,19,46,6,17,14,22,7,22,12,11,2,4,17,-1,1,658,136,0,"N",0.407197132504212,0.470593620365763,"lose",0.491633251889329,1.3799734128432,0.859925032293534,-0.739705790322169,0.4849,0.5653,190,0.5815,0.6282,14,1,0.75,93,26
"255",1266,2013,1274,61,22,63,8,26,9,12,15,16,12,8,3,3,15,-10,1,699,143,0,"N",0.40174500243492,0.470593620365763,"lose",0.251927539056058,1.22288342530622,0.859925032293534,-0.739705790322169,0.5956,0.6542,5,0.5815,0.6282,14,0.7,0.75,13,26
"256",1266,2013,1393,55,19,50,5,17,12,19,11,26,8,6,9,8,11,16,0,707,145,0,"N",0.432803135698172,0.470593620365763,"win",1.53263835035702,0.477449464221632,0.859925032293534,-0.739705790322169,0.5929,0.6275,7,0.5815,0.6282,14,0.545454545454545,0.75,8,26
"257",1269,2014,1397,86,30,56,2,14,24,31,10,27,16,12,8,3,13,19,0,746,137,0,"N",0.491419132369849,0.439371059939497,"win",0.740782274868363,0.355033678289402,1.51714311754262,0.685464325516543,0.5755,0.5846,23,0.5662,0.6138,38,0.666666666666667,0.625,45,26
"258",1272,2011,1112,77,23,50,5,19,26,31,8,21,11,14,8,2,21,2,0,533,137,0,"N",0.442458674954578,0.468039168396826,"win",1.137659346061,-0.269311678125604,0.743755878379627,0.699605463001135,0.5613,0.5414,41,0.5396,0.5779,85,0.7,0.7,21,52
"259",1272,2012,1387,61,21,46,5,13,14,18,8,26,7,17,6,1,12,7,0,614,137,0,"N",0.449649908903626,0.461918186983871,"win",0.441941764858937,1.21370329497495,1.52111895585973,-0.220852553417275,0.5486,0.4929,61,0.5561,0.6,46,0.75,0.9,32,30
"260",1272,2013,1388,52,19,58,3,15,11,14,15,24,9,13,4,0,19,-2,1,659,136,0,"N",0.428314482631254,0.372272074133875,"lose",0.878745570559948,1.51833768560788,1.94277246425052,0.454351864835519,0.5369,0.6048,96,0.5477,0.6283,73,0.75,0.9,41,33
"261",1272,2013,1277,70,26,52,4,16,14,22,14,35,14,18,10,7,14,22,0,687,138,0,"N",0.44928817606517,0.372272074133875,"win",0.384984902205926,-0.186625316878557,1.94277246425052,0.454351864835519,0.5966,0.6369,3,0.5477,0.6283,73,0.5,0.9,15,33
"262",1272,2014,1438,78,30,54,5,11,13,16,6,34,13,10,3,6,16,18,0,765,139,0,"N",0.415564621947938,0.477079239348783,"win",0.123080554620447,0.0359555049133496,1.53597826177159,0.445781243560941,0.574,0.6371,24,0.5627,0.5949,45,0.888888888888889,0.5,20,30
"263",1272,2014,1203,66,25,56,2,12,14,24,16,17,8,10,9,2,16,-5,1,741,137,0,"N",0.45644255926549,0.477079239348783,"lose",0.943216922286441,0.809911651717448,1.53597826177159,0.445781243560941,0.5488,0.6028,74,0.5627,0.5949,45,0.625,0.5,42,30
"264",1273,2014,1397,83,27,55,6,22,23,26,18,23,15,7,2,0,14,20,0,763,139,0,"N",0.491419132369849,0.463074156647112,"win",0.740782274868363,0.355033678289402,1.41181387762047,-1.27296169405255,0.5755,0.5846,23,0.4772,0.5553,219,0.666666666666667,0.777777777777778,45,91
"265",1273,2014,1181,71,22,62,15,37,12,13,16,19,15,12,6,1,22,-7,1,742,137,0,"N",0.459605558678511,0.463074156647112,"lose",1.48147400729672,-1.6153048308033,1.41181387762047,-1.27296169405255,0.5907,0.6371,6,0.4772,0.5553,219,0.7,0.777777777777778,11,91
"266",1274,2013,1228,59,23,61,7,27,6,7,16,22,7,8,2,3,17,-4,1,697,139,0,"N",0.452812603106782,0.40174500243492,"lose",0.0219242315283062,1.2872445467075,0.251927539056058,1.22288342530622,0.5873,0.5939,9,0.5956,0.6542,5,0.5,0.7,35,13
"267",1274,2013,1266,71,27,50,3,6,14,19,10,26,14,11,3,3,11,10,0,699,143,0,"N",0.470593620365763,0.40174500243492,"win",0.859925032293534,-0.739705790322169,0.251927539056058,1.22288342530622,0.5815,0.6282,14,0.5956,0.6542,5,0.75,0.7,26,13
"268",1274,2013,1334,49,18,54,9,26,4,11,10,18,9,14,2,1,16,-29,1,676,137,0,"N",0.486045856995065,0.40174500243492,"lose",-0.46165883393787,0.322556048729096,0.251927539056058,1.22288342530622,0.5038,0.5407,137,0.5956,0.6542,5,0.818181818181818,0.7,125,13
"269",1276,2011,1397,45,15,43,3,18,12,16,6,20,10,18,4,5,13,-30,1,540,137,0,"N",0.491469371141356,0.48876064194552,"lose",0.644141369706604,0.844346727196343,-0.185036204601309,-2.82225503550871,0.5789,0.6258,19,0.5546,0.5202,52,0.444444444444444,0.625,39,58
"270",1276,2011,1181,73,25,49,5,20,18,25,10,23,12,11,1,2,18,2,0,558,139,0,"N",0.387091596033991,0.48876064194552,"win",2.64386310443501,-0.358312620911768,-0.185036204601309,-2.82225503550871,0.5884,0.6637,8,0.5546,0.5202,52,0.8,0.625,3,58
"271",1276,2012,1325,65,22,43,6,16,15,17,4,22,13,9,6,2,12,5,0,611,137,0,"N",0.446472985309415,0.470242112591227,"win",0.805580948495038,0.66924175424626,-0.83084645490995,2.35974554539404,0.4982,0.4978,161,0.5844,0.5754,16,0.8,0.75,66,25
"272",1276,2013,1355,56,23,52,4,19,6,8,8,21,13,12,3,0,10,-15,1,660,136,0,"N",0.470460399405531,0.407445677179044,"lose",-0.0351182168642232,1.73016211264091,0.384049715390254,2.2840942424552,0.4889,0.5643,175,0.5594,0.6176,47,0.75,0.625,104,5
"273",1276,2013,1257,82,28,61,8,16,18,23,15,17,18,9,9,3,22,6,0,713,154,0,"N",0.401379312248549,0.407445677179044,"win",2.07632388917808,0.314632046598255,0.384049715390254,2.2840942424552,0.5941,0.661,6,0.5594,0.6176,47,1,0.625,5,5
"274",1276,2013,1196,59,23,56,2,10,11,17,9,27,13,15,7,3,11,-20,1,710,146,0,"N",0.431196142088057,0.407445677179044,"lose",0.32311300861802,2.67456553426852,0.384049715390254,2.2840942424552,0.5758,0.6399,21,0.5594,0.6176,47,0.6,0.625,4,5
"275",1276,2013,1242,85,36,66,6,16,7,10,7,28,21,13,5,8,17,-2,1,706,144,1,"N",0.370922286316713,0.407445677179044,"lose",1.86355184679063,0.555659386783355,0.384049715390254,2.2840942424552,0.5782,0.6477,19,0.5594,0.6176,47,0.9,0.625,6,5
"276",1276,2013,1393,56,23,55,3,14,7,11,10,23,13,10,7,4,19,-5,1,712,152,0,"N",0.432803135698172,0.407445677179044,"lose",1.53263835035702,0.477449464221632,0.384049715390254,2.2840942424552,0.5929,0.6275,7,0.5594,0.6176,47,0.545454545454545,0.625,8,5
"277",1276,2013,1433,53,23,58,3,16,4,6,7,17,6,11,9,2,14,-25,1,686,138,0,"N",0.422800311706489,0.407445677179044,"lose",1.50948907728885,1.83465597611573,0.384049715390254,2.2840942424552,0.5621,0.6099,41,0.5594,0.6176,47,0.7,0.625,23,5
"278",1276,2014,1246,75,31,58,7,11,6,11,17,18,8,11,2,6,14,3,0,777,146,0,"N",0.477246973258984,0.437428281747268,"win",1.66594012498358,1.94128486057351,0.618294617102279,-2.22300990094821,0.5966,0.62,3,0.5911,0.6329,5,0.5,0.777777777777778,18,15
"279",1276,2014,1397,71,30,57,3,11,8,14,11,17,11,7,7,8,13,-2,1,772,144,0,"N",0.491419132369849,0.437428281747268,"lose",0.740782274868363,0.355033678289402,0.618294617102279,-2.22300990094821,0.5755,0.5846,23,0.5911,0.6329,5,0.666666666666667,0.777777777777778,45,15
"280",1276,2014,1459,40,18,53,1,19,3,4,8,18,10,9,3,0,14,-17,1,723,136,0,"N",0.483297145554217,0.437428281747268,"lose",-0.509560931924303,-0.617729645582107,0.618294617102279,-2.22300990094821,0.4633,0.5053,254,0.5911,0.6329,5,0.75,0.777777777777778,220,15
"281",1276,2014,1400,65,23,62,4,11,15,16,21,20,14,9,3,3,16,-14,1,754,138,0,"N",0.462742316443823,0.437428281747268,"lose",1.45913656777037,1.42042431590283,0.618294617102279,-2.22300990094821,0.5647,0.5958,43,0.5911,0.6329,5,0.444444444444444,0.777777777777778,37,15
"282",1277,2011,1417,78,22,48,4,11,30,47,13,26,13,16,7,8,20,2,0,530,136,0,"N",0.464356387276312,0.512135380310939,"win",0.58489726478949,0.867769805645872,0.263212814953378,-0.150696528153829,0.5607,0.5178,43,0.5548,0.6027,51,0.666666666666667,0.6,54,37
"283",1277,2012,1254,67,22,50,8,17,15,23,4,16,10,12,6,4,10,-22,1,607,137,0,"N",0.438073321721129,0.400700535945232,"lose",2.53892856805805,-0.647739657999884,1.29665622305181,-0.182260016538355,0.4594,0.5577,257,0.5908,0.5795,12,0.875,0.8,150,7
"284",1277,2012,1387,61,18,51,7,25,18,23,8,20,9,6,5,1,16,-4,1,627,139,0,"N",0.449649908903626,0.400700535945232,"lose",0.441941764858937,1.21370329497495,1.29665622305181,-0.182260016538355,0.5486,0.4929,61,0.5908,0.5795,12,0.75,0.8,32,7
